carat,cut,color,clarity,depth,table,x,y,z,price
0.9,Ideal,H,VS1,61.9,56,6.17,6.23,3.84,4689
1.2,Very Good,H,SI2,60.7,60,6.81,6.89,4.16,4831
1.51,Very Good,J,SI2,61.9,59,7.26,7.31,4.51,6546
1.01,Good,G,SI1,63.6,58,6.29,6.35,4.02,4195
1.22,Ideal,H,SI2,61.7,56,6.91,6.83,4.24,5807
1.19,Ideal,H,VS1,62.5,54,6.78,6.82,4.25,7466
1.07,Ideal,F,SI1,61.5,56,6.58,6.62,4.06,7286
1.01,Very Good,I,SI1,63.4,55,6.39,6.35,4.04,4185
1.03,Premium,G,VS2,62.3,59,6.38,6.42,3.99,6214
1.0,Ideal,J,VS1,62.3,56,6.43,6.38,3.99,4032
1.08,Ideal,H,SI1,60.0,58,6.69,6.66,4.01,5867
1.01,Ideal,G,SI1,62.7,57,6.3,6.34,3.96,5555
1.19,Premium,H,SI2,61.9,58,6.84,6.77,4.21,4332
1.39,Premium,H,VS2,62.5,59,7.17,7.1,4.46,7006
1.01,Ideal,F,VS2,62.0,56,6.46,6.51,4.02,6416
1.01,Very Good,E,SI2,62.0,60,6.36,6.41,3.96,4445
1.07,Ideal,E,SI2,61.5,56,6.61,6.58,4.06,5704
1.01,Premium,G,SI1,62.3,60,6.31,6.25,3.91,4395
1.21,Ideal,E,SI1,61.9,57,6.88,6.79,4.23,7424
1.08,Very Good,I,SI1,62.2,57,6.57,6.54,4.08,4933
1.01,Very Good,H,SI1,63.1,60,6.41,6.37,4.03,4513
1.06,Ideal,H,VS2,62.3,53,6.58,6.56,4.09,6619
1.51,Very Good,J,VS2,62.8,59,7.2,7.28,4.55,7418
1.01,Good,H,SI2,63.7,55,6.37,6.32,4.04,4072
1.01,Very Good,D,SI1,61.1,58,6.46,6.51,3.96,5619
1.01,Good,E,SI2,63.7,58,6.32,6.36,4.04,4666
1.06,Ideal,H,SI2,60.9,56,6.58,6.63,4.02,4563
1.08,Premium,G,SI2,60.3,58,6.72,6.65,4.03,4442
1.04,Good,G,VS1,58.9,64,6.6,6.64,3.9,6151
1.2,Ideal,H,SI2,62.7,55,6.74,6.69,4.21,5578
1.3,Premium,J,SI2,61.1,61,7.0,6.95,4.26,5140
1.01,Good,F,VS2,63.1,60,6.29,6.39,4.0,6159
1.05,Ideal,H,SI1,62.4,57,6.49,6.52,4.06,5128
1.06,Very Good,E,SI2,62.1,56,6.52,6.59,4.07,4972
1.27,Ideal,I,SI2,62.1,56,6.96,6.92,4.31,5249
1.04,Premium,H,VS2,62.7,61,6.48,6.44,4.05,5416
1.07,Very Good,J,VVS2,60.0,60,6.57,6.59,3.95,5661
1.0,Very Good,E,SI1,61.9,62,6.34,6.4,3.94,4864
1.07,Good,E,SI2,60.0,62,6.57,6.62,3.96,4453
1.0,Very Good,D,SI1,63.1,56,6.34,6.3,3.99,5645
1.02,Ideal,H,VS2,62.0,57,6.43,6.4,3.98,5426
1.26,Ideal,H,SI1,61.0,56,7.0,7.04,4.28,6715
0.9,Very Good,H,VS2,63.7,61,6.04,6.07,3.86,4129
1.07,Very Good,G,SI2,59.9,59,6.61,6.67,3.98,4201
1.02,Premium,D,SI1,60.6,59,6.53,6.47,3.94,5998
1.5,Good,I,SI1,64.2,56,7.25,7.14,4.62,7207
1.1,Premium,G,VS1,58.4,60,6.85,6.81,3.99,7399
1.01,Very Good,E,SI1,63.4,58,6.32,6.37,4.02,5684
1.04,Very Good,G,VVS1,58.2,60,6.66,6.71,3.89,6766
0.9,Ideal,H,VS1,61.2,57,6.28,6.24,3.83,4064
1.04,Ideal,G,VS2,60.7,56,6.59,6.54,3.99,7415
1.02,Premium,G,VS2,62.5,58,6.41,6.46,4.02,6301
1.02,Premium,H,SI2,59.8,59,6.54,6.5,3.9,4284
1.03,Very Good,H,SI1,63.5,53,6.43,6.46,4.09,4573
1.17,Good,H,SI2,63.8,58,6.57,6.73,4.24,4826
1.03,Very Good,F,SI2,61.8,59,6.43,6.48,3.99,4414
1.05,Good,H,VS1,63.3,57,6.4,6.45,4.07,5555
1.0,Very Good,E,SI1,61.7,57,6.34,6.47,3.95,5239
1.22,Very Good,G,VS2,63.1,56,6.82,6.8,4.3,6962
1.08,Ideal,G,VS1,61.0,56,6.62,6.65,4.05,7553
1.21,Premium,H,SI1,61.8,58,6.83,6.79,4.21,6180
1.23,Very Good,G,SI2,63.4,58,6.8,6.77,4.3,5550
1.35,Premium,I,SI2,62.3,59,7.09,7.03,4.4,5919
1.03,Ideal,I,VS1,61.3,53,6.54,6.57,4.01,5181
1.25,Ideal,E,SI2,62.3,57,6.83,6.88,4.27,6670
1.02,Ideal,H,SI1,61.8,57,6.43,6.46,3.98,6264
1.22,Premium,G,SI2,61.6,62,6.79,6.75,4.17,5226
1.09,Ideal,J,SI2,62.0,55,6.58,6.64,4.1,5034
0.9,Very Good,G,VS2,61.9,56,6.17,6.23,3.84,4269
1.47,Premium,I,SI2,62.4,55,7.34,7.24,4.55,6742
1.08,Ideal,G,SI2,62.2,56,6.56,6.59,4.09,4544
1.1,Very Good,H,VS2,63.1,57,6.6,6.52,4.14,5729
1.11,Fair,J,SI2,64.8,55,6.44,6.55,4.21,4056
1.2,Premium,E,SI1,61.8,56,6.82,6.75,4.19,6653
1.07,Premium,H,SI1,61.5,57,6.63,6.55,4.05,5123
1.02,Ideal,E,SI2,62.4,55,6.44,6.47,4.03,4398
1.01,Very Good,E,SI2,62.2,58,6.36,6.43,3.98,4575
1.0,Ideal,E,VS2,61.3,58,6.41,6.44,3.94,7370
1.06,Ideal,G,VS2,62.7,55,6.53,6.49,4.08,6411
1.2,Very Good,H,SI2,58.8,61,6.94,6.98,4.09,5211
1.14,Premium,G,VS2,61.9,58,6.68,6.72,4.15,6144
1.32,Very Good,G,SI2,62.9,57,6.94,6.98,4.38,6294
1.02,Premium,G,VS2,61.5,59,6.4,6.45,3.95,5250
1.33,Very Good,J,SI1,64.0,53,6.93,7.01,4.46,5327
1.01,Very Good,G,VVS2,63.2,59,6.35,6.27,3.99,7267
1.01,Very Good,H,VS2,61.2,57,6.49,6.41,3.95,5861
1.25,Premium,I,VS2,61.0,59,6.98,6.89,4.23,6084
1.2,Premium,F,SI1,60.2,58,6.9,6.86,4.14,6604
1.2,Premium,H,SI1,62.9,56,6.8,6.74,4.26,6129
1.01,Good,F,SI1,65.5,58,6.11,6.25,4.05,4369
1.2,Good,I,SI1,63.1,58,6.66,6.72,4.22,4752
1.02,Ideal,F,SI1,62.3,56,6.41,6.44,4.0,5773
1.51,Fair,H,VS2,65.6,56,7.08,4.7,4.0,7188
1.1,Very Good,G,SI1,59.4,58,6.72,6.79,4.01,4997
1.2,Ideal,H,VS1,62.1,57,6.77,6.82,4.22,7869
1.33,Premium,H,VS2,62.6,58,7.07,7.01,4.41,7943
1.22,Ideal,F,SI2,61.7,55,6.84,6.9,4.24,6132
1.01,Ideal,G,VS1,61.2,57,6.42,6.47,3.95,7290
2.03,Fair,H,I1,64.4,59,7.91,7.85,5.07,6002
1.14,Premium,H,VS2,61.7,60,6.74,6.67,4.14,5937
1.06,Ideal,G,SI1,62.0,56,6.52,6.55,4.05,5159
1.23,Very Good,E,SI1,59.2,62,7.0,7.05,4.16,7143
0.51,Fair,F,VVS2,60.7,66,5.21,5.11,3.13,4368
1.01,Very Good,H,SI1,63.4,59,6.34,6.28,4.0,4836
1.08,Ideal,I,VS2,61.6,56,6.63,6.59,4.07,5000
1.01,Premium,F,VS2,61.6,59,6.39,6.43,3.95,6587
0.91,Very Good,G,VVS2,62.1,60,6.14,6.19,3.83,4913
1.1,Ideal,G,VS2,60.0,57,6.74,6.7,4.03,6653
1.03,Ideal,E,SI2,61.6,56,6.5,6.45,3.99,4199
1.07,Ideal,F,SI1,62.3,53,6.57,6.59,4.1,6049
1.25,Premium,D,SI1,62.4,58,6.89,6.83,4.28,7924
1.33,Premium,I,SI2,62.3,59,7.01,6.98,4.36,5765
1.06,Premium,I,VS1,62.4,55,6.57,6.5,4.08,4920
1.2,Very Good,I,VS1,63.1,58,6.7,6.62,4.2,5322
1.23,Ideal,I,SI2,61.8,55,6.87,6.91,4.26,5820
1.52,Premium,I,VS2,61.7,61,7.35,7.3,4.52,6793
1.12,Ideal,G,VS1,61.0,56,6.72,6.76,4.11,7495
1.66,Good,F,I1,62.1,58,7.56,7.6,4.71,6025
0.9,Fair,F,VS2,64.4,53,6.08,6.04,3.9,4229
1.26,Premium,I,VS2,61.2,59,7.03,6.9,4.26,6350
1.27,Ideal,E,SI2,60.2,57,7.09,7.14,4.28,6383
1.27,Very Good,I,SI1,60.7,61,6.97,6.91,4.21,6559
0.9,Good,G,VS1,63.9,60,6.14,6.09,3.91,4401
1.08,Premium,D,VS2,61.2,60,6.63,6.61,4.05,7824
1.51,Good,J,VS1,60.6,55,7.3,7.36,4.44,7848
1.17,Very Good,D,SI2,60.9,60,6.72,6.78,4.11,6062
1.08,Premium,F,VS2,62.1,59,6.59,6.54,4.08,7637
1.05,Premium,G,VS2,61.9,59,6.56,6.52,4.05,5821
1.02,Premium,E,SI1,61.4,58,6.48,6.45,3.97,5956
0.9,Premium,H,VS2,62.7,59,6.15,6.1,3.84,4082
1.0,Very Good,D,VS2,62.6,58,6.31,6.38,3.97,6762
1.0,Good,F,SI2,63.8,58,6.28,6.33,4.02,4081
1.15,Good,H,VS1,64.3,54,6.66,6.62,4.27,5935
1.03,Ideal,I,SI1,61.1,55,6.53,6.57,4.0,4782
1.12,Premium,H,SI1,61.9,59,6.66,6.52,4.08,5291
0.54,Ideal,D,VVS1,61.3,56,5.24,5.26,3.22,4042
1.61,Premium,H,SI1,62.8,58,7.47,7.4,4.67,7754
0.9,Ideal,G,VVS2,61.6,56,6.2,6.23,3.83,6302
1.05,Very Good,E,SI1,59.7,57,6.63,6.71,3.98,6224
1.01,Fair,D,SI1,66.9,54,6.25,6.21,4.17,4751
0.9,Premium,D,SI2,62.9,56,6.19,6.09,3.86,4007
1.2,Very Good,J,SI1,61.3,59,6.83,6.9,4.21,4891
1.0,Good,E,SI1,61.6,62,6.35,6.42,3.93,5784
1.55,Premium,H,SI2,58.0,60,7.61,7.58,4.41,6458
0.93,Premium,E,SI2,60.5,57,6.37,6.32,3.84,4250
1.01,Very Good,H,VS1,63.0,55,6.35,6.41,4.02,5055
1.07,Very Good,F,VS1,62.0,56,6.51,6.55,4.05,7513
1.03,Very Good,G,SI2,61.4,54,6.52,6.57,4.02,4466
1.23,Good,G,SI1,63.1,56,6.78,6.81,4.29,6545
1.01,Very Good,J,SI1,63.0,54,6.35,6.41,4.02,4194
1.51,Premium,J,VS2,60.7,60,7.43,7.36,4.49,7357
1.17,Very Good,H,SI2,63.1,58,6.72,6.64,4.22,4455
1.01,Ideal,F,VS1,62.5,54,6.46,6.43,4.03,7602
1.44,Premium,H,SI2,62.1,55,7.25,7.2,4.49,7419
1.1,Ideal,J,SI2,62.0,59,6.58,6.61,4.09,4226
1.02,Ideal,F,VS1,62.2,57,6.39,6.43,3.99,7836
1.01,Very Good,G,VS1,63.5,59,6.36,6.31,4.02,6529
1.01,Premium,D,VS2,59.2,56,6.48,6.43,3.82,6108
1.08,Premium,G,VS1,62.0,60,6.55,6.51,4.05,6689
1.39,Ideal,I,SI2,61.6,55,7.14,7.18,4.41,6544
1.32,Premium,H,SI1,61.5,61,7.05,6.97,4.31,7163
1.21,Premium,G,VS2,63.0,58,6.72,6.67,4.22,7318
1.22,Ideal,I,SI1,61.7,55,6.84,6.9,4.24,6062
1.13,Ideal,H,SI2,62.5,57,6.67,6.71,4.18,4584
0.91,Ideal,F,VS2,62.6,55,6.2,6.23,3.89,5261
1.01,Very Good,F,VS1,63.7,56,6.27,6.33,4.01,7001
1.1,Ideal,H,VVS2,59.7,58,6.76,6.7,4.01,6616
1.51,Ideal,E,SI2,62.7,55,7.27,7.18,4.53,7272
1.09,Premium,H,SI2,61.2,62,6.63,6.58,4.04,4395
1.08,Premium,F,SI2,60.2,59,6.6,6.65,3.99,4407
1.07,Ideal,G,SI1,61.9,55,6.62,6.57,4.08,5444
1.0,Ideal,H,SI1,60.3,56,6.54,6.52,3.94,4788
1.01,Very Good,F,SI1,62.1,57,6.41,6.48,4.0,4969
1.19,Premium,I,VS2,61.7,57,6.84,6.77,4.2,5439
0.7,Ideal,F,VVS1,61.7,56,5.68,5.73,3.52,4951
1.04,Premium,I,VS1,61.6,56,6.59,6.52,4.04,4892
1.13,Very Good,D,SI2,62.3,60,6.59,6.7,4.14,5408
1.01,Very Good,F,SI1,63.0,57,6.36,6.4,4.02,4549
1.29,Ideal,H,SI1,63.2,57,6.89,6.96,4.38,6760
1.18,Premium,G,SI2,62.5,54,6.81,6.78,4.25,5190
1.03,Ideal,F,VS2,60.4,56,6.59,6.56,3.97,6467
1.58,Premium,F,SI2,60.7,60,7.54,7.51,4.57,6990
1.21,Premium,H,SI1,62.5,60,6.77,6.7,4.21,5871
1.15,Very Good,D,SI2,61.8,61,6.62,6.69,4.11,5186
1.2,Very Good,F,VS2,62.4,58,6.76,6.8,4.23,7114
1.04,Premium,G,SI1,59.2,61,6.68,6.63,3.94,4811
1.19,Premium,G,SI2,62.4,59,6.74,6.71,4.2,4078
1.01,Fair,E,SI1,64.7,59,6.23,6.11,3.99,4181
1.33,Premium,G,SI2,63.0,59,7.0,6.97,4.4,6480
1.34,Premium,D,SI2,61.5,58,7.07,7.04,4.34,7438
1.02,Very Good,F,VS2,63.2,57,6.34,6.41,4.03,6659
1.37,Very Good,J,SI2,60.7,60,7.07,7.19,4.33,5063
0.79,Ideal,I,VVS2,61.7,56,5.94,5.95,3.67,4092
1.13,Very Good,H,SI2,62.7,55,6.61,6.69,4.17,4661
1.5,Fair,D,SI2,68.8,57,6.9,6.86,4.73,7469
0.9,Very Good,D,SI1,60.6,59,6.23,6.28,3.79,5040
1.2,Good,D,SI2,62.2,65,6.75,6.7,4.18,6344
1.0,Fair,H,VS1,64.6,59,6.3,6.26,4.06,5242
1.21,Very Good,H,VS2,62.9,55,6.75,6.8,4.26,7426
1.01,Good,E,SI2,63.7,58,6.36,6.32,4.04,4751
0.9,Ideal,E,SI1,63.0,56,6.15,6.1,3.86,4092
0.9,Premium,H,VS1,62.9,58,6.12,6.06,3.83,4234
1.04,Very Good,I,SI1,64.1,57,6.35,6.38,4.08,4190
1.04,Ideal,H,SI1,59.7,60,6.61,6.59,3.94,4812
1.22,Premium,G,SI2,60.5,58,6.96,6.92,4.2,5739
1.11,Ideal,H,SI2,63.5,60,6.58,6.49,4.15,4538
1.08,Very Good,F,SI1,58.2,63,6.69,6.78,3.92,5256
1.05,Very Good,D,VS2,62.9,57,6.39,6.51,4.06,6373
1.31,Very Good,I,SI1,62.6,59,6.97,6.86,4.33,6686
1.16,Ideal,I,SI1,61.7,56,6.76,6.7,4.15,4668
0.91,Very Good,G,SI1,63.5,58,6.15,6.04,3.87,4081
1.21,Premium,D,SI2,60.9,58,6.89,6.83,4.18,6031
1.0,Good,F,SI1,63.6,58,6.31,6.27,4.0,4939
1.11,Premium,H,SI2,61.5,59,6.67,6.63,4.09,4662
1.01,Good,F,VS2,63.1,60,6.36,6.39,4.02,6416
1.15,Very Good,F,SI2,63.1,63,6.67,6.57,4.18,4915
1.13,Premium,I,SI1,62.8,57,6.68,6.64,4.18,4746
0.61,Ideal,D,VVS1,62.1,56,5.43,5.46,3.38,4241
1.17,Good,G,VS1,60.0,64,6.82,6.77,4.08,7972
1.01,Very Good,E,SI1,62.9,58,6.35,6.41,4.01,5499
1.24,Very Good,J,SI2,62.8,58,6.77,6.83,4.27,4789
1.3,Premium,I,VS2,62.7,58,6.97,6.9,4.35,6246
1.02,Premium,E,VS2,62.8,59,6.44,6.39,4.03,5666
0.66,Very Good,D,VVS2,60.7,59,5.6,5.67,3.42,4311
1.09,Ideal,G,SI2,61.2,57,6.63,6.68,4.07,4586
1.32,Very Good,H,SI1,62.3,57,7.04,6.99,4.37,7270
1.01,Very Good,G,VS2,61.6,61,6.36,6.46,3.95,5759
1.01,Very Good,F,VS2,63.1,56,6.41,6.37,4.03,6267
0.9,Very Good,H,VS1,63.5,59,6.13,6.1,3.88,4234
0.9,Very Good,F,SI1,63.2,56,6.16,6.09,3.87,4158
1.01,Premium,H,VS2,62.1,57,6.45,6.39,3.99,5120
1.01,Very Good,E,SI1,62.8,59,6.41,6.45,4.04,5416
0.9,Good,D,VS2,65.8,58,5.99,6.01,3.95,4682
1.27,Premium,I,SI2,62.0,60,6.91,6.86,4.27,4836
1.02,Very Good,D,VS2,63.2,58,6.4,6.36,4.03,7677
1.0,Very Good,D,VS2,61.2,61,6.35,6.39,3.9,6190
1.0,Very Good,G,VS2,63.4,57,6.31,6.27,3.99,5806
1.23,Good,I,VS1,63.6,59,6.76,6.85,4.33,5834
1.0,Very Good,E,VS2,62.8,60,6.32,6.36,3.98,6600
1.01,Very Good,H,VS2,63.3,57,6.32,6.27,3.99,4559
1.36,Premium,J,VS2,58.4,59,7.4,7.27,4.28,6157
1.01,Good,D,VS1,56.8,61,6.5,6.45,3.68,5050
1.5,Very Good,J,VS2,60.5,63,7.27,7.32,4.41,7177
1.02,Ideal,F,VS2,62.0,56,6.42,6.45,3.99,7326
1.26,Ideal,J,VVS1,61.4,60,6.92,6.95,4.26,6186
1.07,Ideal,E,SI1,60.4,57,6.62,6.56,3.98,4973
1.21,Premium,H,VS1,61.9,60,6.88,6.78,4.23,6607
1.06,Premium,G,SI1,62.2,57,6.53,6.47,4.04,5113
1.07,Ideal,E,SI2,61.5,56,6.58,6.61,4.06,5602
1.02,Premium,G,VS2,62.7,58,6.4,6.45,4.03,6058
1.06,Very Good,D,SI1,59.4,57,6.65,6.72,3.97,5713
1.21,Ideal,E,SI1,62.3,56,6.87,6.81,4.26,7088
1.09,Ideal,H,VS2,61.5,54,6.64,6.65,4.09,5732
1.7,Ideal,H,I1,62.6,54,7.63,7.58,4.77,7197
1.0,Good,H,SI1,63.4,56,6.34,6.37,4.03,4389
1.04,Very Good,D,SI2,62.9,58,6.41,6.47,4.05,5265
1.01,Premium,D,SI2,61.7,57,6.49,6.44,3.99,5006
1.01,Premium,F,VS2,60.8,57,6.52,6.47,3.95,6702
1.0,Very Good,F,VS2,61.1,60,6.36,6.43,3.91,6619
1.01,Very Good,F,SI1,62.9,57,6.35,6.4,4.01,6075
1.07,Ideal,F,SI2,61.2,57,6.62,6.59,4.04,4128
1.33,Good,I,VS1,63.7,56,6.96,6.92,4.42,7090
1.51,Ideal,I,SI2,61.2,58,7.33,7.42,4.51,7362
1.18,Ideal,H,SI2,62.2,56,6.74,6.76,4.2,5657
1.44,Very Good,E,I1,61.1,62,7.15,7.23,4.39,5068
1.02,Very Good,H,SI2,63.4,54,6.37,6.43,4.06,4252
1.17,Good,I,SI1,60.0,64,6.91,6.83,4.12,4586
1.01,Good,E,SI2,63.3,58,6.3,6.36,4.01,4168
1.08,Ideal,H,SI1,62.8,57,6.55,6.51,4.1,4964
1.04,Premium,H,VS2,58.7,62,6.67,6.65,3.91,4477
1.23,Very Good,H,SI1,63.0,55,6.72,6.78,4.27,5665
1.0,Very Good,D,SI1,63.1,56,6.34,6.3,3.99,5645
1.0,Good,E,SI2,61.5,61,6.35,6.43,3.93,4258
1.11,Very Good,G,VS2,62.3,58,6.59,6.61,4.11,6311
1.02,Ideal,D,SI1,62.2,56,6.43,6.47,4.0,6340
1.05,Ideal,G,VS2,60.8,57,6.58,6.65,4.02,6486
1.05,Premium,D,SI2,58.9,58,6.74,6.67,3.95,5134
0.9,Premium,D,SI1,62.2,60,6.14,6.08,3.8,4612
1.11,Ideal,I,VS1,61.2,57,6.67,6.7,4.09,6758
1.07,Premium,H,VS2,62.4,59,6.53,6.46,4.05,5498
0.98,Ideal,G,SI2,62.9,57,6.33,6.29,3.97,4116
0.9,Premium,G,VS2,60.8,61,6.22,6.12,3.75,4259
1.22,Ideal,H,SI1,62.2,54,6.83,6.86,4.26,6727
1.05,Ideal,D,SI2,61.9,56,6.53,6.5,4.03,5204
0.9,Very Good,H,VVS2,59.9,61,6.29,6.19,3.74,4637
1.0,Good,E,SI1,63.7,60,6.24,6.29,3.99,5082
1.27,Premium,J,SI1,61.8,58,6.97,6.91,4.29,5121
0.9,Premium,D,SI1,61.2,60,6.19,6.14,3.77,4304
1.0,Very Good,F,VS2,61.9,58,6.41,6.49,3.99,6927
0.9,Very Good,H,VS1,61.7,58,6.18,6.26,3.84,4466
1.7,Ideal,H,I1,62.6,54,7.58,7.63,4.77,7068
1.01,Very Good,D,SI1,62.2,58,6.36,6.4,3.97,5122
0.91,Fair,D,VS2,65.7,58,6.04,5.99,3.95,4107
0.92,Very Good,D,VVS2,62.8,58,6.11,6.22,3.87,7150
1.01,Fair,D,SI1,65.0,57,6.3,6.22,4.07,5385
1.02,Good,D,VS2,63.2,58,6.36,6.4,4.03,7539
1.5,Premium,G,SI2,61.7,55,7.39,7.32,4.54,5460
1.04,Ideal,G,VS2,62.0,57,6.49,6.5,4.03,6342
1.0,Very Good,E,SI1,63.1,58,6.34,6.2,3.95,4435
1.02,Premium,F,SI2,62.5,60,6.36,6.43,4.0,4459
1.24,Premium,H,VS2,62.8,57,6.83,6.79,4.28,5305
0.9,Very Good,E,SI1,63.2,54,6.1,6.17,3.88,4382
1.2,Very Good,I,SI1,62.4,59,6.73,6.79,4.22,5816
1.07,Premium,F,SI2,61.8,59,6.53,6.57,4.05,4560
1.05,Good,F,SI1,57.9,62,6.68,6.73,3.88,4729
1.02,Premium,F,VS1,62.0,59,6.41,6.39,3.97,7485
1.58,Ideal,I,SI2,62.3,57,7.42,7.34,4.6,6441
1.06,Good,F,SI2,62.2,61,6.47,6.53,4.04,4357
1.2,Ideal,I,VS1,62.8,55,6.79,6.75,4.25,6774
1.02,Very Good,H,SI2,63.1,59,6.43,6.37,4.04,4284
1.04,Ideal,F,SI1,62.1,56,6.54,6.47,4.04,4426
1.07,Ideal,G,SI1,62.1,57,6.59,6.52,4.07,5232
1.0,Good,J,VVS1,63.5,59,6.29,6.34,4.01,4633
0.91,Premium,D,SI1,61.5,59,6.25,6.18,3.82,4165
1.11,Premium,F,VS2,61.9,58,6.7,6.64,4.13,7371
1.16,Ideal,H,SI2,60.9,59,6.72,6.78,4.11,5388
1.04,Ideal,F,SI2,62.6,57,6.48,6.45,4.05,4630
1.06,Ideal,G,VS2,61.3,57,6.56,6.58,4.03,6809
1.15,Very Good,H,SI2,63.2,58,6.64,6.68,4.21,4767
1.09,Very Good,E,SI2,60.9,59,6.61,6.75,4.07,5035
1.11,Premium,H,SI1,61.5,59,6.69,6.64,4.1,5315
1.02,Premium,F,VS1,62.7,55,6.43,6.37,4.01,7677
1.1,Premium,G,VS2,60.3,57,6.73,6.68,4.04,6032
0.91,Ideal,E,SI1,61.4,54,6.26,6.24,3.84,5252
0.9,Very Good,E,SI1,63.2,58,6.12,6.1,3.86,4560
1.31,Very Good,I,SI2,62.7,58,6.88,6.94,4.33,5916
1.57,Premium,J,SI2,59.6,56,7.59,7.5,4.5,6031
1.0,Very Good,I,SI1,63.3,58,6.34,6.3,4.0,4200
1.07,Ideal,G,VS1,61.8,55,6.59,6.55,4.06,7198
1.0,Very Good,E,SI1,60.1,60,6.45,6.49,3.89,5865
0.9,Good,E,VS2,63.7,54,6.13,6.15,3.91,4770
1.01,Good,G,SI1,63.7,60,6.28,6.32,4.01,5021
1.0,Premium,G,VS2,62.1,57,6.43,6.39,3.98,5806
1.12,Very Good,G,SI2,61.2,58,6.65,6.69,4.08,5504
1.27,Premium,J,VS1,62.6,59,6.92,6.88,4.32,5618
1.11,Premium,G,SI2,62.3,58,6.65,6.61,4.13,4755
1.2,Very Good,G,SI2,61.7,59,6.81,6.86,4.22,5518
1.03,Ideal,G,VVS2,61.6,57,6.48,6.51,4.0,7876
1.01,Good,D,VS2,67.0,57,6.11,6.22,4.13,6113
1.1,Ideal,J,SI1,61.5,55,6.65,6.68,4.1,4390
1.05,Very Good,I,VS2,63.1,58,6.47,6.42,4.07,4612
1.04,Very Good,H,VS2,60.9,58,6.5,6.6,3.99,5447
1.04,Ideal,G,SI2,61.7,56,6.57,6.52,4.04,4455
0.9,Very Good,G,VS2,63.1,56,6.14,6.04,3.84,4309
1.12,Ideal,F,SI2,61.8,55,6.69,6.66,4.13,4140
1.0,Ideal,D,SI1,60.6,56,6.54,6.5,3.95,5880
1.02,Good,H,SI1,63.9,55,6.37,6.4,4.08,4476
1.09,Good,H,VVS2,58.8,61,6.72,6.78,3.97,6651
1.03,Ideal,G,VS1,63.0,56,6.46,6.43,4.06,6659
1.01,Ideal,G,VS2,62.7,56,6.43,6.39,4.02,6108
1.07,Good,F,SI1,63.4,56,6.51,6.52,4.13,5561
1.01,Good,F,SI1,60.5,64,6.48,6.45,3.91,4989
1.01,Ideal,I,SI2,62.4,57,6.37,6.41,3.99,4336
1.0,Very Good,H,SI1,62.4,58,6.37,6.42,3.99,4574
1.31,Ideal,F,SI2,62.7,57,7.05,6.98,4.4,6676
1.0,Fair,G,VVS2,66.9,55,6.2,6.17,4.14,4534
1.02,Ideal,F,VS2,61.5,57,6.48,6.5,3.99,6306
1.51,Very Good,H,SI2,60.8,58,7.4,7.51,4.53,7723
1.13,Ideal,G,VS2,62.7,57,6.65,6.68,4.18,6525
1.0,Very Good,E,VS2,62.1,59,6.34,6.38,3.95,6600
0.9,Premium,E,SI1,61.9,58,6.17,6.1,3.8,4209
1.29,Ideal,H,SI1,62.6,56,6.96,6.93,4.35,6424
1.21,Premium,J,SI1,62.2,57,6.84,6.76,4.23,5266
1.05,Premium,G,SI1,59.1,57,6.73,6.63,3.95,4510
1.0,Very Good,H,VS2,63.3,60,6.31,6.22,3.97,4514
0.91,Good,D,SI1,64.6,58,6.02,6.12,3.92,4265
1.01,Fair,H,SI1,65.3,57,6.33,6.23,4.1,4256
1.2,Good,E,SI2,63.3,55,6.73,6.77,4.27,5544
1.01,Very Good,E,SI2,59.5,59,6.54,6.58,3.9,4666
1.34,Ideal,D,I1,61.7,55,7.12,7.08,4.38,6303
1.2,Premium,F,SI2,59.9,58,6.96,6.9,4.15,6055
1.0,Premium,D,SI2,61.6,58,6.45,6.37,3.95,4626
1.2,Very Good,J,SI2,61.8,60,6.76,6.83,4.2,4580
1.2,Ideal,I,VS1,62.1,57,6.84,6.8,4.23,6324
1.07,Premium,G,SI1,60.5,62,6.69,6.6,4.02,4949
1.1,Ideal,G,VS1,61.5,57,6.62,6.65,4.08,6984
1.01,Very Good,G,SI1,63.3,57,6.37,6.35,4.02,4185
0.9,Premium,D,SI1,62.6,58,6.15,6.11,3.84,4304
1.01,Premium,F,VS1,60.4,59,6.54,6.5,3.94,7409
1.01,Good,E,SI2,58.5,61,6.51,6.55,3.82,4506
1.1,Very Good,I,VS1,60.2,59,6.67,6.71,4.03,5082
1.26,Ideal,G,SI2,61.8,57,6.93,6.95,4.29,6362
1.14,Very Good,G,VS2,63.2,56,6.67,6.63,4.2,6435
0.9,Very Good,F,VS2,61.9,57,6.17,6.23,3.84,4678
1.57,Very Good,J,VS2,62.6,60,7.34,7.41,4.62,7813
1.08,Ideal,H,VS1,62.0,55,6.56,6.6,4.08,6562
1.1,Ideal,H,SI2,62.0,55,6.61,6.65,4.11,4733
0.99,Very Good,F,SI2,61.2,56,6.4,6.45,3.93,4852
1.33,Very Good,G,SI2,62.0,59,7.1,7.04,4.38,6603
1.0,Premium,E,SI2,60.4,60,6.49,6.46,3.91,4648
1.2,Good,H,VS2,63.3,59,6.74,6.78,4.28,6710
0.9,Fair,I,VVS1,63.5,57,5.98,6.09,3.83,4194
0.9,Very Good,F,SI1,59.8,54,6.25,6.32,3.76,4054
